sentence,response,response_round,type,lexicalization,condition
В усадебном стиле выделяются новаторство и традиция.,6.6,7.0,stimul,18.0,"nonsymmetric, plural verb, VS"
"Многие спортсмены, кто отдохнут перед игрой, улучшат результаты.",3.866666666666666,4.0,stimul,18.0,"with head noun, plural verb"
В деревянном пенале Саша хранит карандашу и ручку.,2.888888888888889,3.0,filler,501.0,bad
"В гостиной, совмещенной с кухней, висели три портрета.",6.0,6.0,stimul,3.0,"plural verb, VS, non-feminine noun"
На пятничную вечеринку придём двое из нас.,3.0,3.0,stimul,1.0,"we, elect, 1pl"
В модной прическе используются прядь и лента.,6.333333333333333,6.0,stimul,31.0,"nonsymmetric, plural verb, VS"
Расход и прибыль учитывается в годовом отчете.,5.166666666666667,5.0,stimul,16.0,"nonsymmetric, singular verb, SV"
Максим окончит этот строительную колледж.,3.1,3.0,filler,33.0,bad
Василий использовал пять длинных и шесть коротких шлангов для полива огорода.,6.444444444444445,6.0,stimul,1.0,"same, plural, numeral_yes"
Дима и я послушают праздничный концерт.,4.0,4.0,stimul,17.0,"3pl, and"
Все из них отправятся в байдарочные походы.,5.0,5.0,stimul,27.0,"they, elect, 3pl"
"И я, и Яша приготовим вкусный обед.",5.0,5.0,stimul,30.0,"1pl, and_and"
Володя спрячет подарок и цветы.,5.884615384615385,6.0,filler,33.0,good
Часто они с Катей танцуют финское танго.,6.375,6.0,stimul,2.0,"inclusory comitative, 3rd person pronoun"
Сейчас мы с Димой снимаем скромную квартиру.,6.75,7.0,stimul,12.0,"inclusory comitative, 1st person pronoun"
Все из них свяжутся со свадебными фотографами.,4.25,4.0,stimul,25.0,"they, elect, 3pl"
"Те, кто сбежит из тюрьмы, понесут наказание.",5.714285714285714,6.0,stimul,23.0,"no head noun, singular verb"
Они семеро уволятся с нынешних позиций.,3.25,3.0,stimul,18.0,"they, nom, 3pl"
"Каждая, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.25,3.0,stimul,29.0,"no head noun, feminine head, masculine verb"
Я или Боря закончу эту шахматную партию.,3.3,3.0,stimul,27.0,"1sg, or"
Они все побеседуют с очевидцами аварии.,5.333333333333333,5.0,stimul,34.0,"they, oni, 3pl"
Окружность и отрезок находится на нижнем рисунке.,3.25,3.0,stimul,26.0,"nonsymmetric, singular verb, SV"
"Каждую преступницу, кто воровал в магазине продуктов, допрашивает старший следователь.",3.625,4.0,stimul,14.0,"with head noun, feminine head, masculine verb"
Захар прочитал два детективных и три фантастических рассказа по моей просьбе.,6.777777777777778,7.0,stimul,9.0,"same, singular, numeral_yes"
С поставщиками продуктов созвонятся все из нас.,3.0,3.0,stimul,10.0,"we, elect, 3pl"
"Ученый, изучающий муравьев, опубликовал в научном журнале четыре статьи.",5.895238095238096,6.0,filler,500.0,good
В примитивном механизме перетирается провод и ремень.,4.666666666666667,5.0,stimul,29.0,"nonsymmetric, singular verb, VS"
На данный момент профессор пишет книгой и статью.,1.6181818181818182,2.0,filler,501.0,bad
В дешевом блокноте склеивается бумага и обложка.,5.1,5.0,stimul,17.0,"symmetric, singular verb, VS"
"Автомеханик, имевший большой стаж, починил в автомастерской три машины.",5.990291262135922,6.0,filler,500.0,good
"Каждый секретарь, кто уволился из отдела кадров, ругает жестокого начальника.",4.857142857142857,5.0,stimul,35.0,"with head noun, masculine head, masculine verb"
"Каждая дама, кто пришёл на вечер танцев, сопровождает изящного кавалера.",3.0,3.0,stimul,25.0,"with head noun, feminine head, masculine verb"
Я и ты готовят перекус из овощей.,2.909090909090909,3.0,stimul,31.0,"I_you, 3pl"
Все из нас поступим в столичные вузы.,2.0,2.0,stimul,17.0,"we, elect, 1pl"
Я или Лёва произнесут эту торжественную речь.,3.9,4.0,stimul,30.0,"3pl, or"
"Или Кирилл, или я прополем эту капустную грядку.",4.8,5.0,stimul,10.0,"1pl, or_or"
Весной мы с Таней покупаем новую одежду.,5.727272727272728,6.0,stimul,5.0,"inclusory comitative, 1st person pronoun"
Ты и я чистишь сапоги от грязи.,2.363636363636364,2.0,stimul,9.0,"you_I, 2sg"
"Каждую заключённую, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",4.875,5.0,stimul,23.0,"with head noun, feminine head, feminine verb"
"После аварии Миша поменял колеса и личного, и рабочего автомобиля.",5.076923076923077,5.0,stimul,1.0,"singular, and…and"
В правом углу обваливается дом и изгородь.,3.2857142857142856,3.0,stimul,14.0,"nonsymmetric, singular verb, VS"
Двое из них отчитаются за выполненные задачи.,5.8,6.0,stimul,43.0,"they, elect, 3pl"
Во время похода Гриша сфотографировал глубокую и мелкую реку.,4.909090909090909,5.0,stimul,18.0,"singular, and"
"Каждую, на ком испытывалось новейшее лекарство, наблюдают ведущие специалисты.",4.86734693877551,5.0,filler,37.0,good
За новые проекты возьмётся семеро из них.,3.7777777777777777,4.0,stimul,42.0,"they, elect, 3sg"
Теперь Даня и Алиса повторяют формулы Виета.,5.964285714285714,6.0,filler,28.0,bad
Екатерина уступила настойчивым мольбам и уговорам о покупке игрушки.,5.882352941176471,6.0,filler,,good
"Каждую спортсменку, кто отобралась в сборную страны, готовит опытный тренер.",4.125,4.0,stimul,11.0,"with head noun, feminine head, feminine verb"
Начальник будет руководить новосибирским и екатеринбургским филиалом.,4.0,4.0,stimul,20.0,"singular, and"
Евгений спроектировал автомобильные и пешеходный мост в строительной фирме.,5.375,5.0,stimul,29.0,"different, singular, numeral_no"
В дешевом блокноте рвутся бумага и обложка.,6.0,6.0,stimul,17.0,"nonsymmetric, plural verb, VS"
Прошлое и настоящее заканчивается в этой точке.,4.0,4.0,stimul,9.0,"nonsymmetric, singular verb, SV"
Через неделю Вова унес кучи листьев и мусора.,4.967032967032967,5.0,filler,33.0,good
Коллега возглавит бухгалтерский или финансовый отдел.,6.230769230769231,6.0,stimul,11.0,"singular, or"
"На круглом столе, прилегавшем к стене, лежало три таблетки.",6.0,6.0,stimul,6.0,"singular verb, VS, feminine noun"
